votu,taxa,consensus_domain,sub_domain_consensus
4Wh2oV_72h_scaffold_264270,"Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Kroppenstedtia",Bacteria,Firmicutes
4Wh2oV_72h_scaffold_264802,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Aminobacter",Bacteria,Alphaproteobacteria
4Wh2oV_72h_scaffold_26482,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Gordoniaceae,Gordonia,unclassified Gordonia",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_264912,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,unclassified Arthrobacter",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_265130,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus erythropolis group",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_265270,"Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Planococcaceae",Bacteria,Firmicutes
4Wh2oV_72h_scaffold_2653,"Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfocapsa,Desulfocapsa sulfexigens",Bacteria,delta/epsilon subdivisions
4Wh2oV_72h_scaffold_265530,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacteroides",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_265842,"Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus",Bacteria,Firmicutes
4Wh2oV_72h_scaffold_266143,"Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_266229,"Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Pseudodesulfovibrio",Bacteria,delta/epsilon subdivisions
4Wh2oV_72h_scaffold_26661,"Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Granulibacter",Bacteria,Alphaproteobacteria
4Wh2oV_72h_scaffold_266656,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Actinopolysporales,Actinopolysporaceae,Actinopolyspora",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_266768,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Microbacterium",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_266832,Bacteria,Bacteria,Bacteria
4Wh2oV_72h_scaffold_266908,"Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,unclassified Paenibacillus",Bacteria,Firmicutes
4Wh2oV_72h_scaffold_266926,"Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfolutivibrio",Bacteria,delta/epsilon subdivisions
4Wh2oV_72h_scaffold_267418,"Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus",Bacteria,Firmicutes
4Wh2oV_72h_scaffold_267441,"Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,unclassified Acinetobacter",Bacteria,Gammaproteobacteria
4Wh2oV_72h_scaffold_267749,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium",Bacteria,Alphaproteobacteria
4Wh2oV_72h_scaffold_26860,"Bacteria,Terrabacteria group,Cyanobacteria/Melainabacteria group,Cyanobacteria,Pseudanabaenales,Leptolyngbyaceae,Leptolyngbya,unclassified Leptolyngbya",Bacteria,Terrabacteria group
4Wh2oV_72h_scaffold_26862,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Kutzneria,Kutzneria albida",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_26955,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,Nocardiopsis gilva",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_26962,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_269644,"Bacteria,PVC group,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,unclassified Planctomyces",Bacteria,Planctomycetes
4Wh2oV_72h_scaffold_269653,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_269887,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_26997,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,unclassified Nocardioides",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_270453,"Bacteria,Bacteria incertae sedis,Bacteria candidate phyla,Patescibacteria group,Microgenomates group,Microgenomates group incertae sedis,Candidatus Chazhemtobacteraceae,Candidatus Chazhemtobacterium",Bacteria,CPR
4Wh2oV_72h_scaffold_270592,"Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Azospirillaceae",Bacteria,Alphaproteobacteria
4Wh2oV_72h_scaffold_270770,"Bacteria,Terrabacteria group,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Oscillibacter,unclassified Oscillibacter",Bacteria,Firmicutes
4Wh2oV_72h_scaffold_270858,"Bacteria,Terrabacteria group,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,unclassified Deinococcus",Bacteria,Terrabacteria group
4Wh2oV_72h_scaffold_271583,"Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales",Bacteria,Gammaproteobacteria
4Wh2oV_72h_scaffold_271950,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_2728,"Bacteria,Terrabacteria group,Cyanobacteria/Melainabacteria group,Cyanobacteria,Pseudanabaenales,Thermosynechococcaceae,Thermosynechococcus,unclassified Thermosynechococcus",Bacteria,Terrabacteria group
4Wh2oV_72h_scaffold_272932,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae",Bacteria,Betaproteobacteria
4Wh2oV_72h_scaffold_273297,Bacteria,Bacteria,Bacteria
4Wh2oV_72h_scaffold_27331,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Neorhizobium,unclassified Neorhizobium",Bacteria,Alphaproteobacteria
4Wh2oV_72h_scaffold_274590,"Bacteria,Terrabacteria group,Actinobacteria",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_274691,unknown,unknown,unknown
4Wh2oV_72h_scaffold_274705,"Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Nitrospirillum,Nitrospirillum amazonense",Bacteria,Alphaproteobacteria
4Wh2oV_72h_scaffold_274803,"Bacteria,Terrabacteria group,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Caloramator,unclassified Caloramator",Bacteria,Firmicutes
4Wh2oV_72h_scaffold_275716,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Nocardia",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_276000,"Bacteria,PVC group,Candidatus Omnitrophica,Candidatus Vampirococcus",Bacteria,other bacterial phyla
4Wh2oV_72h_scaffold_2761,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces fradiae",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_276495,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,unclassified Arthrobacter",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_276599,"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,unclassified Sphingomonas",Bacteria,Alphaproteobacteria
4Wh2oV_72h_scaffold_277162,"Bacteria,Terrabacteria group,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Hungatella,Hungatella hathewayi",Bacteria,Firmicutes
4Wh2oV_72h_scaffold_277589,"Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas",Bacteria,Gammaproteobacteria
4Wh2oV_72h_scaffold_277751,cellular organisms,unknown,unknown
4Wh2oV_72h_scaffold_278277,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_278338,"Archaea,Euryarchaeota,Stenosarchaea group,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas",Archaea,Archaea
4Wh2oV_72h_scaffold_2784,Bacteria,Bacteria,Bacteria
4Wh2oV_72h_scaffold_27885,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Methylovirgula,unclassified Methylovirgula",Bacteria,Alphaproteobacteria
4Wh2oV_72h_scaffold_278883,"Bacteria,Terrabacteria group,Actinobacteria",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_278895,"Bacteria,Terrabacteria group,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas sputigena",Bacteria,Firmicutes
4Wh2oV_72h_scaffold_279074,"Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida group,Pseudomonas putida",Bacteria,Gammaproteobacteria
4Wh2oV_72h_scaffold_279226,"Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia",Bacteria,Gammaproteobacteria
4Wh2oV_72h_scaffold_279273,"Bacteria,Terrabacteria group,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonas,Fimbriimonas ginsengisoli",Bacteria,Terrabacteria group
4Wh2oV_72h_scaffold_279323,"Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Psychrosphaera",Bacteria,Gammaproteobacteria
4Wh2oV_72h_scaffold_279572,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,unclassified Mesorhizobium",Bacteria,Alphaproteobacteria
4Wh2oV_72h_scaffold_279649,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micrococcales",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_280722,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_281400,"Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio sulfodismutans",Bacteria,delta/epsilon subdivisions
4Wh2oV_72h_scaffold_28213,"Bacteria,PVC group,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Frigoriglobus",Bacteria,Planctomycetes
4Wh2oV_72h_scaffold_282714,"Bacteria,Terrabacteria group,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii",Bacteria,Firmicutes
4Wh2oV_72h_scaffold_282787,"Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae",Bacteria,Alphaproteobacteria
4Wh2oV_72h_scaffold_283226,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,unclassified Streptomyces",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_283673,"Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus polymyxa",Bacteria,Firmicutes
4Wh2oV_72h_scaffold_284538,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_285748,"Bacteria,Terrabacteria group,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruminiclostridium",Bacteria,Firmicutes
4Wh2oV_72h_scaffold_285954,"Bacteria,Terrabacteria group,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexineae,Roseiflexaceae",Bacteria,Terrabacteria group
4Wh2oV_72h_scaffold_285990,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,unclassified Streptomyces",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_286039,"Bacteria,Terrabacteria group,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Hungatella,Hungatella hathewayi",Bacteria,Firmicutes
4Wh2oV_72h_scaffold_286291,"Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae",Bacteria,Gammaproteobacteria
4Wh2oV_72h_scaffold_286457,"Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae,Myxococcus",Bacteria,delta/epsilon subdivisions
4Wh2oV_72h_scaffold_286747,"Bacteria,Terrabacteria group,Actinobacteria,Rubrobacteria,Rubrobacterales,Baekduiaceae,Baekduia",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_287582,"Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,unclassified Alicyclobacillus",Bacteria,Firmicutes
4Wh2oV_72h_scaffold_288173,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_28841,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Micrococcus",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_288578,"Bacteria,PVC group,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata",Bacteria,Planctomycetes
4Wh2oV_72h_scaffold_288590,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Nitrobacter,Nitrobacter hamburgensis",Bacteria,Alphaproteobacteria
4Wh2oV_72h_scaffold_28869,"Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex",Bacteria,Gammaproteobacteria
4Wh2oV_72h_scaffold_288891,"Bacteria,Terrabacteria group,Actinobacteria",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_289209,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax",Bacteria,Betaproteobacteria
4Wh2oV_72h_scaffold_289244,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Plantibacter,unclassified Plantibacter",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_289399,"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,unclassified Sphingopyxis",Bacteria,Alphaproteobacteria
4Wh2oV_72h_scaffold_289915,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micrococcales,Promicromonosporaceae,Xylanimonas,Xylanimonas cellulosilytica",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_290830,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Nocardia",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_29152,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,unclassified Streptomyces",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_291660,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Alloactinosynnema,unclassified Alloactinosynnema",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_292253,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,unclassified Amycolatopsis",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_292764,"Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae",Bacteria,Gammaproteobacteria
4Wh2oV_72h_scaffold_292811,"Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae",Bacteria,Gammaproteobacteria
4Wh2oV_72h_scaffold_293505,"Bacteria,Thermodesulfobacteria,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermosulfuriphilus",Bacteria,other bacterial phyla
4Wh2oV_72h_scaffold_293820,"Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia group",Bacteria,Gammaproteobacteria
4Wh2oV_72h_scaffold_293952,Bacteria,Bacteria,Bacteria
4Wh2oV_72h_scaffold_293968,"Bacteria,Proteobacteria,Alphaproteobacteria",Bacteria,Alphaproteobacteria
4Wh2oV_72h_scaffold_294090,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_294452,"Bacteria,Terrabacteria group,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus",Bacteria,Terrabacteria group
4Wh2oV_72h_scaffold_294500,"Bacteria,Terrabacteria group,Cyanobacteria/Melainabacteria group,Cyanobacteria,Pleurocapsales,Dermocarpellaceae,Stanieria,Stanieria cyanosphaera",Bacteria,Terrabacteria group
4Wh2oV_72h_scaffold_29559,"Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Beggiatoa",Bacteria,Gammaproteobacteria
4Wh2oV_72h_scaffold_296060,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_296259,"Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Jannaschia,unclassified Jannaschia",Bacteria,Alphaproteobacteria
4Wh2oV_72h_scaffold_296283,"Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Brevibacillus brevis",Bacteria,Firmicutes
4Wh2oV_72h_scaffold_296356,"Bacteria,Terrabacteria group,Firmicutes,Bacilli",Bacteria,Firmicutes
4Wh2oV_72h_scaffold_297000,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_297195,"Bacteria,Terrabacteria group,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Hungatella,Hungatella hathewayi",Bacteria,Firmicutes
4Wh2oV_72h_scaffold_297824,"Bacteria,PVC group,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Tuwongella",Bacteria,Planctomycetes
4Wh2oV_72h_scaffold_298651,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Ciceribacter",Bacteria,Alphaproteobacteria
4Wh2oV_72h_scaffold_299519,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,unclassified Streptomyces",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_299820,"Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,unclassified Luteimonas",Bacteria,Gammaproteobacteria
4Wh2oV_72h_scaffold_299905,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae",Bacteria,Betaproteobacteria
4Wh2oV_72h_scaffold_300328,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,unclassified Nocardioides",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_300575,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_300893,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium",Bacteria,Alphaproteobacteria
4Wh2oV_72h_scaffold_301606,"Bacteria,PVC group,Planctomycetes,Planctomycetia,Gemmatales",Bacteria,Planctomycetes
4Wh2oV_72h_scaffold_301837,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_301851,"Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae,Myxococcus,Myxococcus stipitatus",Bacteria,delta/epsilon subdivisions
4Wh2oV_72h_scaffold_301911,"Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Microbulbiferaceae,Microbulbifer,unclassified Microbulbifer",Bacteria,Gammaproteobacteria
4Wh2oV_72h_scaffold_302419,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,unclassified Streptomyces",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_303001,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_303180,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_303327,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_30350,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Agromyces",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_303511,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,Nocardiopsis gilva",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_303807,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium,Rhizobium leguminosarum",Bacteria,Alphaproteobacteria
4Wh2oV_72h_scaffold_304160,"Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus",Bacteria,Firmicutes
4Wh2oV_72h_scaffold_304178,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacteroides",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_305609,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Filomicrobium",Bacteria,Alphaproteobacteria
4Wh2oV_72h_scaffold_305625,"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,unclassified Sphingomonas",Bacteria,Alphaproteobacteria
4Wh2oV_72h_scaffold_305715,"Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus",Bacteria,Firmicutes
4Wh2oV_72h_scaffold_306424,cellular organisms,unknown,unknown
4Wh2oV_72h_scaffold_306769,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Phyllobacterium,unclassified Phyllobacterium",Bacteria,Alphaproteobacteria
4Wh2oV_72h_scaffold_306968,"Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,unclassified Sphingobium",Bacteria,Alphaproteobacteria
4Wh2oV_72h_scaffold_306988,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Frondihabitans,unclassified Frondihabitans",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_307181,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_307491,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces violaceusniger group,Streptomyces hygroscopicus,Streptomyces hygroscopicus subsp. jinggangensis",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_307644,"Bacteria,Terrabacteria group,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Enterocloster",Bacteria,Firmicutes
4Wh2oV_72h_scaffold_307754,"Bacteria,Terrabacteria group,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus",Bacteria,Firmicutes
4Wh2oV_72h_scaffold_307966,"Bacteria,Terrabacteria group,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group,Bacillus cereus",Bacteria,Firmicutes
4Wh2oV_72h_scaffold_308020,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Streptosporangiales,Thermomonosporaceae,Actinomadura,unclassified Actinomadura",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_308656,"Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella,Pasteurella multocida",Bacteria,Gammaproteobacteria
4Wh2oV_72h_scaffold_309638,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides",Bacteria,Actinobacteria
4Wh2oV_72h_scaffold_309795,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,unclassified Variovorax",Bacteria,Betaproteobacteria
4Wh2oV_72h_scaffold_309921,Bacteria,Bacteria,Bacteria
4Wh2oV_72h_scaffold_30995,cellular organisms,unknown,unknown
4Wh2oV_72h_scaffold_310329,"Bacteria,Proteobacteria,delta/epsilon subdivisions,Epsilonproteobacteria,Campylobacterales,Hydrogenimonaceae,Hydrogenimonas",Bacteria,delta/epsilon subdivisions
4Wh2oV_72h_scaffold_311641,"Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Labrenzia",Bacteria,Alphaproteobacteria
4Wh2oV_72h_scaffold_311714,"Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,unclassified Hydrogenophaga",Bacteria,Betaproteobacteria
4Wh2oV_72h_scaffold_311837,"Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens group",Bacteria,Gammaproteobacteria
4Wh2oV_72h_scaffold_311891,"Bacteria,Terrabacteria group,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Alloactinosynnema,unclassified Alloactinosynnema",Bacteria,Actinobacteria
